t_start,t_stop,Cstat,dof,A,Epeak,alpha,beta,A_err_low,A_err_high,A_err_rel(%),Epeak_err_low,Epeak_err_high,Epeak_err_rel(%),alpha_err_low,alpha_err_high,alpha_err_rel(%),beta_err_low,beta_err_high,beta_err_rel(%)
5.0,65.0,199.3873715763009,351,0.1736590709625824,8.653040597822837,-0.547026006137262,-9.097526027869023,0.049346548888952194,0.058386718830219564,31.018612250431943,1.0590232878597794,1.1062945906136576,12.511890207808834,0.0785761056537877,0.09341284760938706,15.720363504986507,0.9024739721309771,5.10738160929311,33.030164261216285
