t_start,t_stop,Cstat,dof,A,Epeak,alpha,beta,A_err_low,A_err_high,A_err_rel(%),Epeak_err_low,Epeak_err_high,Epeak_err_rel(%),alpha_err_low,alpha_err_high,alpha_err_rel(%),beta_err_low,beta_err_high,beta_err_rel(%)
15.0,20.0,166.72888211425388,351,0.04624687773153751,55.888315650279424,-1.6176609356748362,-6.077390035547543,0.0011724635136431544,0.0011892021704304825,2.553324462013494,3.9055117193272153,4.159935578749092,7.2156829242678935,0.013188344466471769,0.013027036823125782,0.8102866525197178,3.922609964452457,3.799215696353849,63.52912694133681
