t_start,t_stop,Cstat,dof,A,index,A_err_low,A_err_high,A_err_rel(%),index_err_low,index_err_high,index_err_rel(%)
15.0,20.0,256.79459465873015,353,0.021562436951957364,-1.9971562751674474,0.00042639923882604666,0.0004276901421915377,1.980502906328621,0.013467102645139395,0.013190880244529302,0.66739852111557
