t_start,t_stop,Cstat,dof,A,kT,A_err_low,A_err_high,A_err_rel(%),kT_err_low,kT_err_high,kT_err_rel(%)
50.0,65.0,14795.528264586286,353,0.003604365793154706,16.827228226588552,2.5745402082185884e-05,2.5704388536260548e-05,0.7137148887074419,0.034096052537535115,0.03561444851373352,0.20713601822170483
