t_start,t_stop,Cstat,dof,A,Epeak,alpha,beta,A_err_low,A_err_high,A_err_rel(%),Epeak_err_low,Epeak_err_high,Epeak_err_rel(%),alpha_err_low,alpha_err_high,alpha_err_rel(%),beta_err_low,beta_err_high,beta_err_rel(%)
50.0,65.0,437.49950688205075,351,0.19375537808749937,139.82864234796745,-1.1626868342270846,-2.4818563536416463,0.0015223032822017923,0.0015094874798798341,0.7823758989318166,2.18040966023878,2.191388736402189,1.563269986474455,0.005953130483044022,0.005890900984968583,0.5093388485768019,0.07925314937041916,0.07060648042991602,3.0191036153330355
