t_start,t_stop,Cstat,dof,A,kT,A_err_low,A_err_high,A_err_rel(%),kT_err_low,kT_err_high,kT_err_rel(%)
15.0,20.0,1171.4741540416605,353,0.012030134988782266,8.8433625086839,0.00026276178478040584,0.0002638266976283197,2.1886225004946045,0.052611959734845115,0.0532973848590963,0.5988069837120316
