t_start,t_stop,Cstat,dof,A,Epeak,index,A_err_low,A_err_high,A_err_rel(%),Epeak_err_low,Epeak_err_high,Epeak_err_rel(%),index_err_low,index_err_high,index_err_rel(%)
15.0,65.0,457.79897199255583,352,0.05843269832193451,153.84875656907863,-1.3121592598453997,0.00044586426407675767,0.00045134829191613435,0.7677315798850382,3.031279598530233,2.9763578460666906,1.9524491385471396,0.005885286797603584,0.005631306386174373,0.43884128764731106
