t_start,t_stop,Cstat,dof,A,Epeak,index,A_err_low,A_err_high,A_err_rel(%),Epeak_err_low,Epeak_err_high,Epeak_err_rel(%),index_err_low,index_err_high,index_err_rel(%)
15.0,20.0,166.75167172305078,352,0.046332385474638825,55.96666626113819,-1.6167986216221983,0.0010783041915916752,0.0010418141384391164,2.2879442838004644,3.6179482649191854,3.59624500202883,6.445080392395433,0.011598510925584504,0.011909610014646521,0.7269959482228031
