t_start,t_stop,Cstat,dof,A,Epeak,index,A_err_low,A_err_high,A_err_rel(%),Epeak_err_low,Epeak_err_high,Epeak_err_rel(%),index_err_low,index_err_high,index_err_rel(%)
50.0,65.0,494.74314331969146,352,0.1668690696944608,168.15893029460088,-1.2392812875227825,0.0011634130772715245,0.001178492960827171,0.7017196303625209,2.6695577543223123,2.72822891028261,1.6049658067961172,0.005564496916553363,0.005387073852947122,0.4418516958079687
