t_start,t_stop,Cstat,dof,A,index,A_err_low,A_err_high,A_err_rel(%),index_err_low,index_err_high,index_err_rel(%)
15.0,65.0,2345.5158661063306,353,0.029259135480833462,-1.7241062377401266,0.00019530978157321355,0.00019502887111810113,0.6670372283333706,0.004767529171471496,0.004598082902416589,0.271607742866358
