t_start,t_stop,Cstat,dof,A,kT,A_err_low,A_err_high,A_err_rel(%),kT_err_low,kT_err_high,kT_err_rel(%)
15.0,65.0,11772.05130796813,353,0.0017728336841152104,15.317617817069104,1.3638048958012619e-05,1.3620103336599255e-05,0.7687735329841708,0.032529784315668664,0.03469539285084622,0.2194374411522491
