t_start,t_stop,Cstat,dof,A,index,A_err_low,A_err_high,A_err_rel(%),index_err_low,index_err_high,index_err_rel(%)
50.0,65.0,3937.9491590926013,353,0.07816960758342578,-1.714295472287945,0.0004766409075020045,0.00047502783666725223,0.6087204308615707,0.004216812026757832,0.004156500384849826,0.24422022186269934
